Entity,Code,Year,"All ages (per 100,000)","70+ years old (per 100,000)","50-69 years old (per 100,000)","15-49 years old (per 100,000)","5-14 years old (per 100,000)","Age-standardized (per 100,000)"
Algeria,DZA,2001,3.32089974247,6.16945113787,4.6754721339,5.19705411332,0.269005429954,4.02380113176
Algeria,DZA,2002,3.35884611991,6.232932238069999,4.74185431365,5.18087997542,0.272518284595,4.02682849254
Algeria,DZA,2003,3.37486051326,6.264508621079999,4.76610094588,5.12563379229,0.275933216451,3.9972750530399996
Algeria,DZA,2004,3.39765074846,6.291027182140001,4.77479537139,5.082017314,0.280161692306,3.96939678209
Algeria,DZA,2005,3.4039905194099997,6.2878697708799995,4.749378972850001,5.01585264249,0.281267034144,3.9206583130299997
Algeria,DZA,2006,3.40495858271,6.25786616849,4.706444574140001,4.95119464416,0.279409492641,3.86730294845
Algeria,DZA,2007,3.41645712425,6.228199946449999,4.66208062478,4.90922509811,0.276184893875,3.82511679508
Algeria,DZA,2008,3.42927705071,6.2286238663599995,4.616815491210001,4.87290353123,0.271041551971,3.78609367459
Algeria,DZA,2009,3.44763871127,6.236994083399999,4.57474871722,4.8542133959400005,0.264320452657,3.75653322962
Algeria,DZA,2010,3.45707715898,6.24506623635,4.51881267266,4.83205678898,0.256527105139,3.72191579907
Algeria,DZA,2011,3.47719198642,6.30317226598,4.4855661078899995,4.83546597636,0.248213496864,3.70519740945
Algeria,DZA,2012,3.5093552241999997,6.38912964803,4.45838149135,4.87042432316,0.238179076452,3.7068920558799996
Algeria,DZA,2013,3.55748931813,6.504190368200001,4.4035693247,4.95117090983,0.228112092334,3.7278887673999996
Algeria,DZA,2014,3.59665866085,6.60492860335,4.32223994742,5.03405893238,0.218655245489,3.7445531096399995
Algeria,DZA,2015,3.57913233443,6.62276894432,4.3831433637799995,4.9911718303,0.209512355256,3.7210638964
Algeria,DZA,2016,3.56295630963,6.67920729936,4.43763221034,4.95242107255,0.203130385445,3.7004297103900003
American Samoa,ASM,1990,6.88517549695,14.291656123900001,8.53180712693,11.414544236400001,0.62758816657,8.15170868159
American Samoa,ASM,1991,6.900593477929999,14.2317422689,8.57831922832,11.5029755014,0.624385568838,8.214562825509999
American Samoa,ASM,1992,6.8218342104200005,14.0417973441,8.49851692817,11.4143998144,0.615601925982,8.156432641570001
American Samoa,ASM,1993,6.71815398432,13.8925070362,8.38829649258,11.2574183472,0.6164466642199999,8.06110592167
American Samoa,ASM,1994,6.67273140626,13.7888562612,8.34441311422,11.1910364895,0.6121912140610001,8.02815845593
American Samoa,ASM,1995,6.580977193600001,13.567286152,8.22996218846,11.0375793091,0.5984434125420001,7.93050577889
American Samoa,ASM,1996,6.56410840229,13.4982774786,8.209792661649999,11.0005717728,0.595881491265,7.9206805315199995
American Samoa,ASM,1997,6.57013401208,13.550410681199999,8.24360132789,10.9943117719,0.595694539771,7.94688243677
American Samoa,ASM,1998,6.383895354890001,12.9492698961,7.968702265029999,10.6892127019,0.577482374989,7.71660036346
American Samoa,ASM,1999,6.157982906110001,12.287591457700001,7.61041404142,10.3196881586,0.562119732946,7.43339764042
American Samoa,ASM,2000,6.110453458329999,12.3133338208,7.64387226507,10.205394734999999,0.55590100849,7.407198880189999
American Samoa,ASM,2001,6.08462423032,12.424064509599999,7.719595991539999,10.1219133033,0.549835622483,7.4107960754299995
American Samoa,ASM,2002,5.96808839916,12.142185633399999,7.62418783977,9.90666801717,0.531891228389,7.2853741978899995
American Samoa,ASM,2003,6.02105604458,12.029789094,7.71534074236,9.98779227673,0.52012341667,7.35465342376
American Samoa,ASM,2004,5.99218716587,11.8515465303,7.694675237699999,9.92585863848,0.504929095205,7.32703177795
American Samoa,ASM,2005,5.90203705365,11.565536267799999,7.59013478434,9.75978408027,0.48488638464899997,7.22362011345
American Samoa,ASM,2006,5.78245858261,11.3010604563,7.445105895079999,9.53595801186,0.470180965003,7.08809111798
American Samoa,ASM,2007,5.73914764958,11.150741466,7.42619451616,9.43249052633,0.460367000096,7.045961259369999
American Samoa,ASM,2008,5.75964834453,11.2439920138,7.48964968444,9.42481775422,0.462685602478,7.08856221623
American Samoa,ASM,2009,5.80216479281,11.1954072086,7.553670755580001,9.46926963738,0.46116249069799997,7.143933442810001
American Samoa,ASM,2010,5.838606899989999,11.242037313500001,7.6471800834,9.49368417558,0.458294507071,7.202629804130001
American Samoa,ASM,2011,5.84496208984,11.2577230699,7.6994851919,9.4701568827,0.45425564707699995,7.22451765642
American Samoa,ASM,2012,5.81174658721,11.2631037927,7.69854812951,9.383062119829999,0.44648002963600003,7.20372590873
American Samoa,ASM,2013,5.82071790476,11.1930052501,7.74644440324,9.37345291337,0.44172130617399996,7.224892694639999
American Samoa,ASM,2014,5.80346908865,11.065204574900001,7.752307323689999,9.324327431390001,0.434504901047,7.21265888893
American Samoa,ASM,2015,5.76281166179,10.9138513209,7.748635006540001,9.23452792765,0.42277632889899996,7.172925048679999
American Samoa,ASM,2016,5.66529682433,10.6839418274,7.66472165164,9.054146036819999,0.40936443843,7.06621071204
Andean Latin America,,1990,4.49644515164,9.56580210987,7.01967476194,6.97729654134,0.676210723905,5.44926538502
Andean Latin America,,1991,4.6188530103000005,9.92658378821,7.212591690720001,7.10672923936,0.6995139696730001,5.57276908824
Andean Latin America,,1992,4.79469423348,10.3389688343,7.47709685865,7.31984474379,0.726897100373,5.75602604428
Andean Latin America,,1993,4.97834826251,10.7459307836,7.77962461031,7.537251777759999,0.751389239696,5.949243035079999
Andean Latin America,,1994,5.13950008608,11.0816373198,7.9877564864299995,7.72824873543,0.776635721344,6.1057796798899995
Andean Latin America,,1995,5.23569324713,11.3396281182,8.14228053637,7.81471688578,0.7753670473150001,6.192195924469999
Andean Latin America,,1996,5.39827649866,11.5731705893,8.32122339535,8.01862777971,0.8085644414000001,6.342287060249999
Andean Latin America,,1997,5.43313439947,11.638957657299999,8.33136243343,8.017247160450001,0.8295653979990001,6.35111551342
Andean Latin America,,1998,5.41990659891,11.6258385389,8.21596542156,7.95494139617,0.835676936403,6.296238842269999
Andean Latin America,,1999,5.41590483413,11.6166692679,8.25008283861,7.8663153563099995,0.865467409228,6.26437576783
Andean Latin America,,2000,5.30339102849,11.3293790678,8.04616909461,7.638687296590001,0.8676855797060001,6.0937843137900005
Andean Latin America,,2001,5.2552280729,11.1386747148,7.895148761590001,7.50810764884,0.892916794425,5.9915550754
Andean Latin America,,2002,5.23070483478,10.9147286157,7.7788025553199995,7.41494788788,0.923296708532,5.91333507266
Andean Latin America,,2003,5.22622912592,10.7308313611,7.6701923797300005,7.35603159553,0.951258771983,5.8560451337899995
Andean Latin America,,2004,5.23005416912,10.5253558508,7.54668409072,7.315117249600001,0.992653181549,5.80423467971
Andean Latin America,,2005,5.21695292793,10.2436620436,7.383293686380001,7.2674077193199995,1.01897629137,5.73682378003
Andean Latin America,,2006,5.19906851894,10.1053052897,7.24196839174,7.21392075191,1.03121938863,5.67930571121
Andean Latin America,,2007,5.2194169085699995,10.1038324592,7.1940290338,7.211653183019999,1.03548944404,5.67034820502
Andean Latin America,,2008,5.2209436109,9.98814074018,7.14490292631,7.192916642490001,1.01962472626,5.64238438722
Andean Latin America,,2009,5.23134377602,9.960369421860001,7.17854300885,7.167386974729999,1.0068928367599999,5.6335573957600005
Andean Latin America,,2010,5.23295485854,9.95965815661,7.138391973920001,7.140364819849999,0.99960933408,5.613303908360001
Andean Latin America,,2011,5.19956386598,9.90419823195,7.13878336878,7.048088197439999,0.9960899070870001,5.56451770642
Andean Latin America,,2012,5.12504409605,9.81177116836,7.05044989048,6.9086353458900005,0.981250886716,5.4726709617400005
Andean Latin America,,2013,4.9885585493699995,9.64250798674,6.84188205064,6.696695173629999,0.9475415765530001,5.31631496278
Andean Latin America,,2014,4.90915939396,9.53721446956,6.76259558183,6.55524384065,0.9213616912189999,5.22242691136
Andean Latin America,,2015,4.85635693216,9.47009226744,6.68482431998,6.4612004057500005,0.892883855051,5.15424550954
Andean Latin America,,2016,4.815320309450001,9.44629398151,6.62903913357,6.3805770097200005,0.8669456934299999,5.09956293805
Andorra,AND,1990,10.9825820582,12.914692332600001,13.1046080128,13.3467818549,0.164452960386,9.74045960356
Andorra,AND,1991,10.9770213389,12.834583676300001,13.0712138951,13.3119526891,0.165430388704,9.69296070977
Andorra,AND,1992,11.013488476500001,12.7222553112,13.072252655300002,13.373394237500001,0.165532780108,9.696252941880001
Andorra,AND,1993,10.7769857297,12.413031106399998,12.9368885961,13.0183629732,0.15623945604,9.457360211300001
Andorra,AND,1994,10.5981030709,12.131993472,12.8917269241,12.7582849444,0.14714660725,9.28235856305
Andorra,AND,1995,10.3424728838,11.787442384,12.617284239200002,12.4778525626,0.140813326878,9.05995410338
Andorra,AND,1996,10.0831329181,11.4020791684,12.349660451200002,12.1742175862,0.133576999538,8.827525965469999
Andorra,AND,1997,10.3487738161,11.720259241399999,12.820573495100001,12.417454983099999,0.134527793626,9.03414132667
Andorra,AND,1998,10.162087369,11.3761148054,12.564163065699999,12.2133959201,0.131245225199,8.85688957694
Andorra,AND,1999,10.034632338,11.126370705300001,12.4082385021,12.061392094399999,0.12919200084899998,8.72655573836
Andorra,AND,2000,10.0237075174,11.060844703699999,12.401311979399999,12.034090979,0.12899517909,8.691100028600001
Andorra,AND,2001,9.918403446000001,10.9131016612,12.2294248074,11.9036907478,0.127446427591,8.574190912019999
Andorra,AND,2002,9.76163384475,10.7051836408,11.969382576600001,11.7142932933,0.124199349098,8.41194197413
Andorra,AND,2003,9.78376454705,10.728617769000001,11.8999560444,11.7105070825,0.1276517532,8.39825743525
Andorra,AND,2004,9.94229513228,10.8844229633,12.024663869500001,11.8452379817,0.13086928582899998,8.49156562463
Andorra,AND,2005,9.8748405535,10.8860583633,11.902458877900001,11.7043410103,0.131143196815,8.40080935647
Andorra,AND,2006,9.82863636005,10.8743033575,11.828158007699999,11.6035444377,0.12964660986,8.3334923161
Andorra,AND,2007,9.80642208976,10.8944767411,11.7799622332,11.5375821412,0.128687853809,8.288439620870001
Andorra,AND,2008,9.78438838113,10.925206101599999,11.7490432614,11.4775695028,0.128222804277,8.250017230860001
Andorra,AND,2009,9.83058628987,10.9994657361,11.8153965117,11.5121033764,0.128244711638,8.2730335571
Andorra,AND,2010,9.88016159708,11.078499575199999,11.8825865195,11.5510324281,0.128332431946,8.29893127928
Andorra,AND,2011,9.978786253,11.197790378699999,11.9927619152,11.659227016700001,0.129597058238,8.36991841871
Andorra,AND,2012,10.048539057200001,11.2856294959,12.0514960696,11.7375940197,0.130585421737,8.41646914865
Andorra,AND,2013,10.0955803007,11.3143829177,12.0778779784,11.796927288100001,0.12991156296,8.44263092833
Andorra,AND,2014,9.78208246539,10.852847110999999,11.5729525147,11.5103333411,0.125205299397,8.1888707409
Andorra,AND,2015,9.86169611497,10.948190475699999,11.6378715283,11.5942673654,0.125891710602,8.2388786932
Andorra,AND,2016,9.9181387672,10.971376225,11.6816699084,11.662981387,0.12599366323,8.27552270972
Angola,AGO,1990,5.83577542487,49.26880109420001,25.0155947394,7.1462834718,0.5559037796,11.9857948807
Angola,AGO,1991,5.74283619664,49.0419987423,24.8252133071,7.024737830319999,0.53977960828,11.8744748227
Angola,AGO,1992,5.68234947096,48.8748488385,24.6941964276,6.95328383308,0.530079329361,11.8040262075
Angola,AGO,1993,5.7688693319199995,49.205142649299994,25.08436396,7.0945835158,0.5412795809259999,11.9794835538
Angola,AGO,1994,5.8675827832700005,49.6398923302,25.5699963189,7.24244491401,0.553848477954,12.1783556667
Angola,AGO,1995,5.84218428587,50.0081809049,25.8092937742,7.1703131757900005,0.5313736660380001,12.2095774491
Angola,AGO,1996,5.53744958148,49.8332100754,25.3673896996,6.66421517103,0.46690879884200004,11.8430139628
Angola,AGO,1997,5.384019203369999,49.512747244500005,24.935445367799996,6.46313059425,0.45840235166300003,11.6344173081
Angola,AGO,1998,5.7833102293100005,50.006612923800006,25.743826586,7.21360791154,0.550861864924,12.2058343755
Angola,AGO,1999,5.565619241509999,49.5566793392,25.1695950123,6.86585361553,0.519012748653,11.887648420100001
Angola,AGO,2000,5.4672835831099995,49.0946284136,24.7872312094,6.7179267003600005,0.508385961797,11.7109211031
Angola,AGO,2001,5.44755313181,48.9746604396,24.694600218599998,6.702463895100001,0.5111525180259999,11.688525110299999
Angola,AGO,2002,5.39954429122,49.0020617915,24.4599512056,6.634895274130001,0.505536495106,11.6325984541
Angola,AGO,2003,5.53223172313,49.9680226152,24.8882188314,6.8225548301400005,0.518971432344,11.8998019454
Angola,AGO,2004,5.57913194331,50.2040711831,24.911317494899997,6.88032046675,0.558646216187,11.973916238900001
Angola,AGO,2005,5.51636428639,50.0163537785,24.6175194641,6.77719211143,0.550531157362,11.8661093871
Angola,AGO,2006,5.47995286423,50.0549509041,24.4156651676,6.74101507231,0.55344079103,11.8262497142
Angola,AGO,2007,5.45435177007,50.3177720511,24.2508400591,6.70670163601,0.566923428483,11.810272826
Angola,AGO,2008,5.376442584299999,50.069932302199994,23.9140262491,6.600763819949999,0.56399298082,11.6827323249
Angola,AGO,2009,5.2891493378900005,49.5611794824,23.504935100799997,6.48408298315,0.562782593708,11.5135150278
Angola,AGO,2010,5.22048707998,49.373074138899995,23.2274698759,6.36687415151,0.565243031649,11.3926522578
Angola,AGO,2011,5.1350274252,49.23396033189999,23.023472273600003,6.2396013213099994,0.548207511632,11.2806512174
Angola,AGO,2012,5.04252210027,48.6929500565,22.7323964662,6.11356539875,0.530538883497,11.1234955975
Angola,AGO,2013,4.98515676139,48.3489619768,22.5750462122,6.0351781221,0.508354432802,11.029650767
Angola,AGO,2014,4.94235966996,48.0506160677,22.4195878019,5.9758776101899995,0.487972510032,10.9457158903
Angola,AGO,2015,4.88040457558,47.3272215237,22.104765017,5.89420480123,0.472940383016,10.7845611271
Angola,AGO,2016,4.76607085831,47.024194170899996,21.805367390700003,5.7124752371100005,0.419512793936,10.5957233591
Antigua and Barbuda,ATG,1990,2.08647792803,3.6655445962699997,3.00951928704,2.79365479966,0.0835079157452,2.17445624551
Antigua and Barbuda,ATG,1991,2.11296079517,3.65988427545,3.0759400462500004,2.83466142822,0.0801897412499,2.1988782961299997
Antigua and Barbuda,ATG,1992,2.1077133460699997,3.64000277483,3.1481644197500005,2.81690235916,0.0785320346087,2.19774508328
Antigua and Barbuda,ATG,1993,2.0858117454,3.5498997655499998,3.14315614493,2.78783967402,0.0776935366303,2.1724899951100003
Antigua and Barbuda,ATG,1994,2.06132211499,3.4764386571999997,3.12326391689,2.74759513972,0.0800280773104,2.14263603774
Antigua and Barbuda,ATG,1995,2.08565156496,3.4437290074100004,3.1111115411499997,2.78605553491,0.0855576620477,2.16097885595
Antigua and Barbuda,ATG,1996,2.08461060187,3.42722004726,3.07752006277,2.77322917175,0.0868801743167,2.15153487545
Antigua and Barbuda,ATG,1997,2.10292144204,3.3664895035399995,3.03792937373,2.80694781199,0.08930813167269999,2.15935923707
Antigua and Barbuda,ATG,1998,2.21145587809,3.58176312092,3.1702020677800005,2.94606761443,0.101367783958,2.2695126223
Antigua and Barbuda,ATG,1999,2.20400866037,3.6578934631199997,3.17965790264,2.92215633217,0.117763665415,2.2800184195
Antigua and Barbuda,ATG,2000,2.09145054758,3.68658347945,3.2069579392699996,2.71749807965,0.12488855448099999,2.20496749028
Antigua and Barbuda,ATG,2001,2.1498010388899997,3.70595610882,3.18637334825,2.8123285822199997,0.134050853069,2.2482971341
Antigua and Barbuda,ATG,2002,2.1594421986100003,3.68466438115,3.1033627351799997,2.8389881264800003,0.137380163329,2.24136995782
Antigua and Barbuda,ATG,2003,2.22784157498,3.72106358955,3.06759522309,2.96097881689,0.139037033453,2.2947146686099997
Antigua and Barbuda,ATG,2004,2.25715359366,3.78727806861,3.09900208632,3.00081108519,0.137834222606,2.31859333293
Antigua and Barbuda,ATG,2005,2.3220166184699997,3.7930638718100003,3.06791575646,3.12614415385,0.13341229686,2.3756432782799997
Antigua and Barbuda,ATG,2006,2.30539453397,3.85323275914,3.0799759989999997,3.0727178514099998,0.136628327254,2.36198970013
Antigua and Barbuda,ATG,2007,2.3116648828,3.8103021856,3.02788322442,3.0797857551399996,0.13933025413300001,2.3562571771000003
Antigua and Barbuda,ATG,2008,2.34931461422,3.8165208117100002,3.03711548354,3.1226179878699996,0.140608687782,2.38572496937
Antigua and Barbuda,ATG,2009,2.366589553,3.82476821719,3.0608070723500003,3.12553682519,0.132142484052,2.39564988275
Antigua and Barbuda,ATG,2010,2.3978642158800003,3.86529183684,3.1166871711799997,3.13779624521,0.134060261531,2.41622686412
Antigua and Barbuda,ATG,2011,2.43239623387,3.8771188902400002,3.1548017760800002,3.1630053083400003,0.13688923434900002,2.44073779176
Antigua and Barbuda,ATG,2012,2.31355672797,3.62686064332,2.96761259597,2.99890297905,0.130415881095,2.31085543295
Antigua and Barbuda,ATG,2013,2.2872339402499997,3.4654926738499996,2.90869649692,2.96058899721,0.126495448208,2.26639973159
Antigua and Barbuda,ATG,2014,2.33675447247,3.5378935775099998,2.94923019186,3.0099119785,0.126898770238,2.29937150076
Antigua and Barbuda,ATG,2015,2.32561802203,3.48337792616,2.91594378917,2.9847325479199998,0.124597267762,2.27146672978
Antigua and Barbuda,ATG,2016,2.3233224536000003,3.5069130560799997,2.90348690058,2.96398321885,0.12202617315299999,2.25387046483
Argentina,ARG,1990,10.2100575167,29.559961238499998,18.718649477499998,10.9849073478,0.577986622156,10.880653284200001
Argentina,ARG,1991,10.4621706565,29.478388462699996,18.8511526283,11.3878718209,0.596073374952,11.1011846065
Argentina,ARG,1992,10.8178852128,29.586945450500004,19.2322130489,11.8724126738,0.625185367233,11.423688072400001
Argentina,ARG,1993,11.0887563583,29.6191050075,19.3550072323,12.2660133052,0.639967755725,11.6479086493
Argentina,ARG,1994,11.4383148354,29.288534295799998,19.5549013778,12.8300888254,0.648324016288,11.938514341300001
Argentina,ARG,1995,11.6885277329,29.435517381300002,19.8502321151,13.0972986354,0.642380882766,12.1235822115
Argentina,ARG,1996,11.9420054858,29.3226355371,20.109508148699998,13.443235273900001,0.631299968932,12.3211952579
Argentina,ARG,1997,12.1580212651,28.946843952100004,20.2896204,13.7838725085,0.66567287989,12.484202561300002
Argentina,ARG,1998,12.195665743400001,28.473978745100002,20.0936769585,13.9295875158,0.68307409234,12.472319412
Argentina,ARG,1999,12.2405864289,27.776413309099997,19.7677066799,14.1736148218,0.718897526821,12.4793579659
Argentina,ARG,2000,12.283936239800001,27.196410943399997,19.476561497400002,14.3981827904,0.747523903315,12.487040135700001
Argentina,ARG,2001,12.3518164817,26.8543229066,19.1860910295,14.6366036166,0.803906633429,12.527624145299999
Argentina,ARG,2002,12.237632443,26.082550108600003,18.777516482400003,14.594610805499999,0.834252983155,12.382021043700002
Argentina,ARG,2003,11.8720597402,25.313622242900003,17.954541286199998,14.1655360583,0.842146831345,11.9755024535
Argentina,ARG,2004,11.5202247591,24.2524466011,17.1342937704,13.7856530791,0.873513537808,11.5833941508
Argentina,ARG,2005,11.451964974,23.5237918099,16.5855473742,13.8334681189,0.918933744366,11.4686065725
Argentina,ARG,2006,11.4051571366,22.9532691469,16.145808506599998,13.8843539785,0.965465380757,11.3849639712
Argentina,ARG,2007,11.4548554918,22.8127234919,15.9352264465,14.0144313966,0.957604624078,11.4005289269
Argentina,ARG,2008,11.4518531557,22.3382718012,15.7047860262,14.111761239100002,0.912885446993,11.3712673004
Argentina,ARG,2009,11.4010671167,21.7891605789,15.402704327399999,14.1475004366,0.888222598732,11.2957252009
Argentina,ARG,2010,11.2938090025,21.4060386217,15.0331118956,14.076324441399999,0.8574207817759999,11.1664436031
Argentina,ARG,2011,11.3012030089,20.970015974000003,14.8333042161,14.1958462135,0.8257227906110001,11.1548635059
Argentina,ARG,2012,11.4267687749,20.8170020614,14.719200281700001,14.480001508199999,0.7890010482300001,11.2572255756
Argentina,ARG,2013,11.5838229392,20.5272317442,14.560166829,14.8410050812,0.8042194227170001,11.3946488827
Argentina,ARG,2014,11.687735703300001,20.3518553056,14.5146156612,15.033372638000001,0.807765886796,11.4778780601
Argentina,ARG,2015,11.579793771,20.4805205099,14.5475940796,14.7258979286,0.797510855272,11.3445439696
Argentina,ARG,2016,11.4606869835,20.6490434255,14.596434895899998,14.385583642199999,0.791228803688,11.198834314800001
